label,affirmation
Info,barack obama a reçu des contributions à la campagne fannie mae freddie mac membre du congrès sauf que le comité des présidents démocrates supervise
Intox,a apporté le crime n'importe qui pays peut-être l'histoire maire du pays ville de New York
Info,"le groupe de planification a déclaré que pour répondre aux demandes de circulation anticipées, l'autoroute Austin Round Rock avait besoin d'une douzaine de voies supplémentaires en direction du nord, de voies supplémentaires en direction du sud"
Intox,"L'argent de la prostitution chinoise étrangère serait derrière des groupes finançant le membre du Congrès Sean Duffys, la majorité républicaine"
Info,états-unis pays développés monde sans congé de maternité payé
Info,bon jours de fermeture de l'école année collectée millions de subventions des contribuables depuis la première ouverture
Intox,système d'assurance chômage des îles de Rhode système coûteux pays
Intox,dit que la vidéo YouTube montre un homme de Thomas Dimassimo qui s'est précipité sur le rassemblement de Trump dans l'Ohio en traînant le drapeau américain sur le sol comme un morceau d'ordure
Intox,"Obama a travaillé avec Sen Dick Lugar, un républicain aide à verrouiller les armes nucléaires"
Info,les États-Unis dépensent des milliards de téléphones portables gratuits millions de cours de poterie marocaine payent les frais de voyage la reine des pastèques de l'Alabama
Intox,états-unis records historiques individus appréhendés pays frontaliers liens terroristes pakistan afghanistan syrie
Info,Le paquet transport adopté par l'assemblée générale imposerait la plus grande augmentation d'impôts de l'histoire de la Virginie
Info,l'État d'origine a créé depuis juin pour cent de nouveaux emplois Amérique
Intox,Onion Creeks débit le plus élevé inondation nocturne récente pieds cubes par seconde débit moyen près du double des chutes du Niagara
Info,Le gouverneur de Floride a utilisé des stratégies combinées pour aider à réduire la consommation d'héroïne chez les jeunes de Floride d'environ pour cent
Info,"dit que l'année dernière, des millions de remises sur l'assurance maladie ont été accordées aux États, un autre million de remises ont été envoyées l'été, en moyenne autour de dollars"
Info,le budget de l'État prévoit une augmentation du financement de l'État pour l'année scolaire
Intox,"Selon l'impôt sur les successions, de nombreux cas obligent les agriculteurs familiaux, les propriétaires de petites entreprises à vendre leurs propriétés."
Intox,sayvideo montre un énorme alligator se promenant sur un parcours de golf en Floride
Info,si les gens gardent l'assurance à un prix abordable
Info,dépenser des milliards en Amérique latine termes aide fraction d'assistance dépenser en irak milliards que nous avons dépensés
Intox,"regardez le nombre d'immigrés clandestins arrivant dans un pays net zéro, presque deux ans"
Info,Le projet de loi que nous avons présenté comprend des réductions d'un milliard la semaine prochaine
Intox,"Le procès du Wisconsin régit le système des États anti-business, une Amérique promiscuité"
Intox,dit que Joseph Staline a dit vouloir amener l'Amérique à saper trois choses la vie spirituelle le patriotisme la moralité
Info,Payer un million aux Russes Un astronaute envoie une station spatiale aux Américains
Info,écart entre les sexes soutien unique il y a un énorme écart républicains présidentiel gouverneur élections sénatoriales américaines dernières années
Intox,"Bryce Reeves a présidé un groupe financé par un milliardaire de New York, licencié des centaines de travailleurs de Virginie, envoyé des emplois en Chine"
Intox,L'Alabama et le Massachusetts ont adopté une loi autorisant les non-citoyens résidents légaux à voter aux élections locales de l'État.
Intox,"Dans tout le pays, la moitié des sièges d'avocats des États-Unis restent sans procureur choisi par Obama"
Intox,les Red Sox ont attendu de longues années pour remporter la série mondiale
Intox,"presque tous les États proposent un plan d'assurance, un échange de santé couvre l'avortement"
Intox,La plus grande augmentation d'impôt jamais enregistrée sur les marges des entreprises de l'État a été signée par le gouverneur
Intox,"Géorgie, deuxième taux d'obésité infantile le plus élevé, États-Unis"
Info,"dit que Tom Ganley a été poursuivi en justice à plusieurs reprises, le juge pour discrimination en matière de fraude a qualifié les pratiques commerciales de Tom Ganley de trompeuses et d'inadmissibles"
Info,rappelez-vous que l'élection du gouverneur du Wisconsin coûterait un million de millions peut-être déjà alloué au mérite augmente les enseignants soins de santé mauvais manuels scolaires enfants
Info,dit un plan de réduction de l'impôt foncier
Intox,donner chaque année près d'un milliard d'argent aux contribuables aux industries de la malbouffe et de la restauration rapide aggrave l'épidémie d'obésité infantile
Info,un drapeau américain scène massive convention nationale démocratique les gens ont commencé à se plaindre petit pathétique
Intox,Bill Earl Blumenauer rendrait obligatoire les dispositifs de suivi GPS des véhicules
Intox,"le procureur de la Cour suprême du Wisconsin, le juge David Prosser, enquête sur un dossier d'accusation impliquant l'année où un prêtre pédophile a participé à une dissimulation"
Intox,précédent de nomination d'une personne à la Cour suprême des États-Unis pour une élection présidentielle intermédiaire
Intox,les frais médicaux de l'assurance maladie vont à Obamacare
Info,les drogues de guerre sont à l'origine d'une augmentation du pourcentage d'incarcération pays affectant de manière disproportionnée les pauvres affectant de manière disproportionnée les minorités
Info,dit que la plateforme texas gop appelle à mettre fin à l'enseignement de la pensée critique dans les écoles publiques
Intox,quatre homicides commis à Gun City
Intox,la photo montre l'ancien président Bill Clinton nu avec une autre femme
Intox,désaccord besoin d'action plan de relance du gouvernement aider à relancer l'économie
Intox,"je veux un mandat individuel, la case à cocher indique difficultés et vous êtes"
Intox,de nombreux Nevadans se sont appuyés sur le travail d'Uber en acceptant les compagnies de taxi. Catherine Cortez Masto est devenue Uber en conduisant la ville
Intox,dit que les coûts sont probablement gérés par les administrateurs du conseil d'administration de la coopérative électrique Pedernales
Info,"le mois dernier, les États ont vu leur taux de chômage augmenter"
Intox,énergie éolienne forme peu fiable énergie renouvelable
Info,Charlie Crist a autorisé une augmentation des frais de scolarité en pourcentage chaque année
Intox,la maison n'a jamais échoué passer le budget l'ère moderne
Info,"M. Renacci, lobbyiste enregistré pour le commerce extérieur, gouvernement des États-Unis"
Intox,"Tommy Thompson a créé le premier programme de choix d'école nation donnant à des milliers d'élèves de Milwaukee le choix d'aller à l'école, c'est important de vivre beaucoup d'argent que les parents gagnent"
Info,dit que la principale banque alimentaire du centre du Texas a fourni un pourcentage de nourriture pauvre il y a trois ans
Intox,"McCain pense toujours que les femmes ne gagnent pas un salaire égal, un travail égal"
Intox,"Le projet de loi Baucus contient des dispositions qui enverraient directement des subventions fédérales massives aux régimes d'assurance privés, aux coopératives à charte gouvernementale qui paieraient l'avortement volontaire."
Intox,gène vert nras favori démocrate congrès merveille membre du Congrès note à vie nra
Intox,"Obama, les gens de la santé"
Info,Cbo dit qu'augmenter le salaire minimum horaire un demi-million de personnes perdraient leur emploi
Info,"les législateurs de l'État dépensent l'argent des contribuables pour se garer, le milliardaire Arthur Blank pourrait construire de petits bons d'alimentation pour les employés de l'État"
Intox,les gouvernements des États sont peu capables de stimuler la croissance de l’emploi à court terme
Intox,Obama préside la sous-commission Europe et il a tenu une audience de fond sur la surveillance
Info,"nous dit le taux d'imposition fédéral sur le revenu, en pourcentage"
Intox,"Sarah Palin a déjà une expérience de direction, Barack Obama et Joe Biden combinés"
Intox,"Texas, pays avec la part la plus élevée des travailleurs au salaire minimum"
Info,"il y a deux mois, Donald Trump a déclaré qu'il combattait ISIS"
Info,dit que les districts démocratiques moyens du Congrès ont reçu pour cent des fonds de relance des districts républicains
Intox,soutenu les stratégies militaires de John McCains avec une course assez catégorique
Info,les critiques disent que la réduction du budget de Medicaid a été erronée et qu'un programme d'un milliard a été ajouté
Info,dit que le travail augmentera le salaire minimum fédéral au plus haut niveau jamais enregistré en dollars d'aujourd'hui
